,dv,heat,year,region,country,rain,region_id
697,16.83,0.0,2013,5,ZMB,0.007442875,ZMB_5
698,14.39,0.0,2013,7,ZMB,0.1068105,ZMB_7
699,18.42,0.0,2013,8,ZMB,0.1135902,ZMB_8
700,16.79,0.0,2013,9,ZMB,0.140875,ZMB_9
701,11.44,0.0,2018,1,ZMB,0.738275,ZMB_1
702,20.86,0.0,2018,2,ZMB,0.819517,ZMB_2
703,19.59,0.08333333,2018,3,ZMB,0.3225574,ZMB_3
704,19.64,0.0,2018,4,ZMB,0.5343072,ZMB_4
705,14.01,0.08333333,2018,5,ZMB,0.5761406,ZMB_5
706,8.33,0.0,2018,7,ZMB,0.4132315,ZMB_7
707,24.32,0.0,2018,8,ZMB,0.02943471,ZMB_8
708,14.41,0.0,2018,9,ZMB,0.09005215,ZMB_9
709,14.79,0.4166667,2005,1,ZWE,-0.5808891,ZWE_1
711,25.36,0.4166667,2005,3,ZWE,-0.3796416,ZWE_3
712,19.94,0.4166667,2005,4,ZWE,-0.361878,ZWE_4
714,11.74,0.3333333,2005,6,ZWE,-0.5648508,ZWE_6
715,23.68,0.4166667,2005,7,ZWE,-0.4347378,ZWE_7
716,15.62,0.3333333,2005,8,ZWE,-0.5969402,ZWE_8
717,13.84,0.4166667,2005,9,ZWE,-0.3799808,ZWE_9
719,21.41,0.08333333,2010,1,ZWE,-0.03167921,ZWE_1
720,18.07,0.1666667,2010,3,ZWE,-0.1304178,ZWE_3
721,19.8,0.25,2010,4,ZWE,-0.02383252,ZWE_4
722,13.07,0.08333333,2010,6,ZWE,0.05596502,ZWE_6
723,15.7,0.08333333,2010,7,ZWE,0.01705336,ZWE_7
724,20.17,0.0,2010,8,ZWE,0.04427582,ZWE_8
725,21.06,0.1666667,2010,9,ZWE,-0.1285272,ZWE_9
726,16.8,0.08333333,2015,1,ZWE,-0.5171648,ZWE_1
728,16.37,0.08333333,2015,3,ZWE,-0.4233947,ZWE_3
729,13.03,0.08333333,2015,4,ZWE,-0.4150827,ZWE_4
731,10.7,0.08333333,2015,6,ZWE,-0.2204304,ZWE_6
732,14.72,0.08333333,2015,7,ZWE,-0.3576299,ZWE_7
733,14.01,0.08333333,2015,8,ZWE,-0.3190697,ZWE_8
734,15.1,0.08333333,2015,9,ZWE,-0.4119438,ZWE_9
